Dato og tid;Tid siden start (sek);Trykk - barometer (bar);Trykk - absolutt trykk maaler (bar);Temperatur (gr Celsius)
06/13/2021 01:02:58 pm;167990;;101,652;21,45
06/13/2021 01:03:08 pm;168000;102,26;101,694;21,06
06/13/2021 01:03:18 pm;168010;;101,672;21,12
06/13/2021 01:03:28 pm;168020;;101,659;21,32
06/13/2021 01:03:38 pm;168030;;101,632;21,57
06/13/2021 01:03:48 pm;168040;;101,65;21,42
06/13/2021 01:03:58 pm;168050;;101,667;21,44
06/13/2021 01:04:08 pm;168060;102,25;101,654;21,3
06/13/2021 01:04:18 pm;168070;;101,674;21,08
06/13/2021 01:04:28 pm;168080;;101,659;20,86
06/13/2021 01:04:38 pm;168090;;101,67;20,97
06/13/2021 01:04:48 pm;168100;;101,659;21
06/13/2021 01:04:58 pm;168110;;101,648;21
06/13/2021 01:05:08 pm;168120;102,25;101,683;21,19
06/13/2021 01:05:18 pm;168130;;101,667;21,28
06/13/2021 01:05:28 pm;168140;;101,663;21,2
06/13/2021 01:05:38 pm;168150;;101,667;20,92
06/13/2021 01:05:48 pm;168160;;101,67;20,83
06/13/2021 01:05:58 pm;168170;;101,676;20,48
06/13/2021 01:06:08 pm;168180;102,26;101,665;19,59
06/13/2021 01:06:18 pm;168190;;101,672;19,56
06/13/2021 01:06:28 pm;168200;;101,685;20,1
06/13/2021 01:06:38 pm;168210;;101,648;20,64
06/13/2021 01:06:48 pm;168220;;101,663;20,67
06/13/2021 01:06:58 pm;168230;;101,654;21,08
06/13/2021 01:07:08 pm;168240;102,26;101,674;21,1
06/13/2021 01:07:18 pm;168250;;101,63;20,94
06/13/2021 01:07:28 pm;168260;;101,641;21,05
06/13/2021 01:07:38 pm;168270;;101,639;20,49
06/13/2021 01:07:48 pm;168280;;101,643;20,57
06/13/2021 01:07:58 pm;168290;;101,663;20,44
06/13/2021 01:08:08 pm;168300;102,25;101,65;20,23
06/13/2021 01:08:18 pm;168310;;101,665;20,06
06/13/2021 01:08:28 pm;168320;;101,656;20,34
06/13/2021 01:08:38 pm;168330;;101,65;19,5
06/13/2021 01:08:48 pm;168340;;101,685;18,91
06/13/2021 01:08:58 pm;168350;;101,667;18,88
06/13/2021 01:09:08 pm;168360;102,24;101,652;18,56
06/13/2021 01:09:18 pm;168370;;101,652;18,43
06/13/2021 01:09:28 pm;168380;;101,685;18,88
06/13/2021 01:09:38 pm;168390;;101,643;19,48
06/13/2021 01:09:48 pm;168400;;101,691;19,4
06/13/2021 01:09:58 pm;168410;;101,637;19,66
06/13/2021 01:10:08 pm;168420;102,24;101,641;19,69
06/13/2021 01:10:18 pm;168430;;101,67;20
06/13/2021 01:10:28 pm;168440;;101,659;20,06
06/13/2021 01:10:38 pm;168450;;101,648;19,68
06/13/2021 01:10:48 pm;168460;;101,637;20,16
06/13/2021 01:10:58 pm;168470;;101,639;20,49
06/13/2021 01:11:08 pm;168480;102,24;101,683;20,29
06/13/2021 01:11:18 pm;168490;;101,68;20,15
06/13/2021 01:11:28 pm;168500;;101,626;20,33
06/13/2021 01:11:38 pm;168510;;101,661;20,28
06/13/2021 01:11:48 pm;168520;;101,65;20,26
06/13/2021 01:11:58 pm;168530;;101,674;20,69
06/13/2021 01:12:08 pm;168540;102,24;101,648;21,03
06/13/2021 01:12:18 pm;168550;;101,645;20,88
06/13/2021 01:12:28 pm;168560;;101,656;20,46
06/13/2021 01:12:38 pm;168570;;101,615;19,95
06/13/2021 01:12:48 pm;168580;;101,659;19,13
06/13/2021 01:12:58 pm;168590;;101,659;19,56
06/13/2021 01:13:08 pm;168600;102,24;101,635;19,49
06/13/2021 01:13:18 pm;168610;;101,643;19,87
06/13/2021 01:13:28 pm;168620;;101,617;19,2
06/13/2021 01:13:38 pm;168630;;101,635;19,28
06/13/2021 01:13:48 pm;168640;;101,628;19,65
06/13/2021 01:13:58 pm;168650;;101,63;19,88
06/13/2021 01:14:08 pm;168660;102,24;101,65;19,97
06/13/2021 01:14:18 pm;168670;;101,648;20,61
06/13/2021 01:14:28 pm;168680;;101,656;20,55
06/13/2021 01:14:38 pm;168690;;101,667;20,26
06/13/2021 01:14:48 pm;168700;;101,659;20,65
06/13/2021 01:14:58 pm;168710;;101,639;20,73
06/13/2021 01:15:08 pm;168720;102,24;101,61;20,42
06/13/2021 01:15:18 pm;168730;;101,621;20,53
06/13/2021 01:15:28 pm;168740;;101,641;20,79
06/13/2021 01:15:38 pm;168750;;101,643;19,98
06/13/2021 01:15:48 pm;168760;;101,643;20,03
06/13/2021 01:15:58 pm;168770;;101,663;20,27
06/13/2021 01:16:08 pm;168780;102,24;101,656;20,25
06/13/2021 01:16:18 pm;168790;;101,628;20,41
06/13/2021 01:16:28 pm;168800;;101,641;20,7
06/13/2021 01:16:38 pm;168810;;101,665;21,24
06/13/2021 01:16:48 pm;168820;;101,641;21,22
06/13/2021 01:16:58 pm;168830;;101,654;20,92
06/13/2021 01:17:08 pm;168840;102,24;101,648;21,25
06/13/2021 01:17:18 pm;168850;;101,628;21,29
06/13/2021 01:17:28 pm;168860;;101,661;21,19
06/13/2021 01:17:38 pm;168870;;101,652;21,12
06/13/2021 01:17:48 pm;168880;;101,637;20,89
06/13/2021 01:17:58 pm;168890;;101,65;20,77
06/13/2021 01:18:08 pm;168900;102,24;101,639;20,68
06/13/2021 01:18:18 pm;168910;;101,659;20,5
06/13/2021 01:18:28 pm;168920;;101,632;20,87
06/13/2021 01:18:38 pm;168930;;101,639;21,26
06/13/2021 01:18:48 pm;168940;;101,661;21,17
06/13/2021 01:18:58 pm;168950;;101,643;21,36
06/13/2021 01:19:08 pm;168960;102,24;101,667;21,38
06/13/2021 01:19:18 pm;168970;;101,624;21,35
06/13/2021 01:19:28 pm;168980;;101,68;20,67
06/13/2021 01:19:38 pm;168990;;101,659;20,29
06/13/2021 01:19:48 pm;169000;;101,641;19,97
06/13/2021 01:19:58 pm;169010;;101,628;19,24
06/13/2021 01:20:08 pm;169020;102,24;101,667;18,48
06/13/2021 01:20:18 pm;169030;;101,68;18,71
06/13/2021 01:20:28 pm;169040;;101,685;19,04
06/13/2021 01:20:38 pm;169050;;101,659;18,65
06/13/2021 01:20:48 pm;169060;;101,613;18,97
06/13/2021 01:20:58 pm;169070;;101,641;19,08
06/13/2021 01:21:08 pm;169080;102,24;101,617;19,28
06/13/2021 01:21:18 pm;169090;;101,672;19,36
06/13/2021 01:21:28 pm;169100;;101,65;20,24
06/13/2021 01:21:38 pm;169110;;101,635;20,44
06/13/2021 01:21:48 pm;169120;;101,645;20,11
06/13/2021 01:21:58 pm;169130;;101,659;20,16
06/13/2021 01:22:08 pm;169140;102,24;101,654;19,73
06/13/2021 01:22:18 pm;169150;;101,65;19,7
06/13/2021 01:22:28 pm;169160;;101,656;19,87
06/13/2021 01:22:38 pm;169170;;101,674;19,93
06/13/2021 01:22:48 pm;169180;;101,672;19,78
06/13/2021 01:22:58 pm;169190;;101,641;19,58
06/13/2021 01:23:08 pm;169200;102,24;101,659;20,01
06/13/2021 01:23:18 pm;169210;;101,641;20,24
06/13/2021 01:23:28 pm;169220;;101,654;20,55
06/13/2021 01:23:38 pm;169230;;101,635;20,4
06/13/2021 01:23:48 pm;169240;;101,635;20,05
06/13/2021 01:23:58 pm;169250;;101,648;20,15
06/13/2021 01:24:08 pm;169260;102,25;101,68;20,34
06/13/2021 01:24:18 pm;169270;;101,656;20,36
06/13/2021 01:24:28 pm;169280;;101,68;20,32
06/13/2021 01:24:38 pm;169290;;101,656;20,09
06/13/2021 01:24:48 pm;169300;;101,659;19,67
06/13/2021 01:24:58 pm;169310;;101,667;19,23
06/13/2021 01:25:08 pm;169320;102,25;101,659;19,21
06/13/2021 01:25:18 pm;169330;;101,672;19,4
06/13/2021 01:25:28 pm;169340;;101,643;19,57
06/13/2021 01:25:38 pm;169350;;101,628;18,97
06/13/2021 01:25:48 pm;169360;;101,689;19,04
06/13/2021 01:25:58 pm;169370;;101,65;19,34
06/13/2021 01:26:08 pm;169380;102,24;101,645;19,51
06/13/2021 01:26:18 pm;169390;;101,648;19,52
06/13/2021 01:26:28 pm;169400;;101,65;19,49
06/13/2021 01:26:38 pm;169410;;101,641;19,95
06/13/2021 01:26:48 pm;169420;;101,687;18,75
06/13/2021 01:26:58 pm;169430;;101,678;18,95
06/13/2021 01:27:08 pm;169440;102,25;101,652;19,15
06/13/2021 01:27:18 pm;169450;;101,635;19,43
06/13/2021 01:27:28 pm;169460;;101,648;19,84
06/13/2021 01:27:38 pm;169470;;101,667;20,41
06/13/2021 01:27:48 pm;169480;;101,665;20,15
06/13/2021 01:27:58 pm;169490;;101,652;19,82
06/13/2021 01:28:08 pm;169500;102,25;101,65;19,84
06/13/2021 01:28:18 pm;169510;;101,648;19,41
06/13/2021 01:28:28 pm;169520;;101,628;19,37
06/13/2021 01:28:38 pm;169530;;101,654;19,87
06/13/2021 01:28:48 pm;169540;;101,637;19,48
06/13/2021 01:28:58 pm;169550;;101,632;18,95
06/13/2021 01:29:08 pm;169560;102,25;101,648;19,03
06/13/2021 01:29:18 pm;169570;;101,626;19,03
06/13/2021 01:29:28 pm;169580;;101,654;18,98
06/13/2021 01:29:38 pm;169590;;101,639;18,96
06/13/2021 01:29:48 pm;169600;;101,678;19,33
06/13/2021 01:29:58 pm;169610;;101,656;19,61
06/13/2021 01:30:08 pm;169620;102,25;101,628;19,44
06/13/2021 01:30:18 pm;169630;;101,643;19,69
06/13/2021 01:30:28 pm;169640;;101,652;19,71
06/13/2021 01:30:38 pm;169650;;101,667;19,35
06/13/2021 01:30:48 pm;169660;;101,648;19,44
06/13/2021 01:30:58 pm;169670;;101,667;19,89
06/13/2021 01:31:08 pm;169680;102,25;101,654;19,95
06/13/2021 01:31:18 pm;169690;;101,641;19,82
06/13/2021 01:31:28 pm;169700;;101,659;19,94
06/13/2021 01:31:38 pm;169710;;101,641;20,24
06/13/2021 01:31:48 pm;169720;;101,645;19,52
06/13/2021 01:31:58 pm;169730;;101,635;18,85
06/13/2021 01:32:08 pm;169740;102,25;101,654;18,65
06/13/2021 01:32:18 pm;169750;;101,635;18,88
06/13/2021 01:32:28 pm;169760;;101,685;19,2
06/13/2021 01:32:38 pm;169770;;101,652;19,05
06/13/2021 01:32:48 pm;169780;;101,661;19,53
06/13/2021 01:32:58 pm;169790;;101,656;19,53
06/13/2021 01:33:08 pm;169800;102,25;101,654;19,05
06/13/2021 01:33:18 pm;169810;;101,663;19,34
06/13/2021 01:33:28 pm;169820;;101,659;19,22
06/13/2021 01:33:38 pm;169830;;101,628;19,62
06/13/2021 01:33:48 pm;169840;;101,667;19,79
06/13/2021 01:33:58 pm;169850;;101,65;20,1
06/13/2021 01:34:08 pm;169860;102,26;101,676;20,34
06/13/2021 01:34:18 pm;169870;;101,674;20,27
06/13/2021 01:34:28 pm;169880;;101,619;19,34
06/13/2021 01:34:38 pm;169890;;101,676;18,76
06/13/2021 01:34:48 pm;169900;;101,672;19,19
06/13/2021 01:34:58 pm;169910;;101,643;19,5
06/13/2021 01:35:08 pm;169920;102,26;101,656;19,33
06/13/2021 01:35:18 pm;169930;;101,635;18,77
06/13/2021 01:35:28 pm;169940;;101,672;18,71
06/13/2021 01:35:38 pm;169950;;101,661;18,74
06/13/2021 01:35:48 pm;169960;;101,691;19,07
06/13/2021 01:35:58 pm;169970;;101,67;19
06/13/2021 01:36:08 pm;169980;102,25;101,632;19
06/13/2021 01:36:18 pm;169990;;101,628;18,53
06/13/2021 01:36:28 pm;170000;;101,685;18,69
06/13/2021 01:36:38 pm;170010;;101,672;19,07
06/13/2021 01:36:48 pm;170020;;101,659;19,68
06/13/2021 01:36:58 pm;170030;;101,687;19,57
06/13/2021 01:37:08 pm;170040;102,25;101,652;19,85
06/13/2021 01:37:18 pm;170050;;101,643;19,95
06/13/2021 01:37:28 pm;170060;;101,63;19,7
06/13/2021 01:37:38 pm;170070;;101,672;19,37
06/13/2021 01:37:48 pm;170080;;101,635;19,76
06/13/2021 01:37:58 pm;170090;;101,641;20,05
06/13/2021 01:38:08 pm;170100;102,24;101,648;19,9
06/13/2021 01:38:18 pm;170110;;101,663;19,52
06/13/2021 01:38:28 pm;170120;;101,659;19,45
06/13/2021 01:38:38 pm;170130;;101,663;19,37
06/13/2021 01:38:48 pm;170140;;101,656;19,82
06/13/2021 01:38:58 pm;170150;;101,667;20,42
06/13/2021 01:39:08 pm;170160;102,25;101,667;20,1
06/13/2021 01:39:18 pm;170170;;101,648;20,41
06/13/2021 01:39:28 pm;170180;;101,643;20,26
06/13/2021 01:39:38 pm;170190;;101,683;19,72
06/13/2021 01:39:48 pm;170200;;101,643;19,93
06/13/2021 01:39:58 pm;170210;;101,659;19,69
06/13/2021 01:40:08 pm;170220;102,25;101,656;19,7
06/13/2021 01:40:18 pm;170230;;101,663;20,11
06/13/2021 01:40:28 pm;170240;;101,663;20,75
06/13/2021 01:40:38 pm;170250;;101,645;20,76
06/13/2021 01:40:48 pm;170260;;101,661;20,5
06/13/2021 01:40:58 pm;170270;;101,663;20,35
06/13/2021 01:41:08 pm;170280;102,24;101,632;19,58
06/13/2021 01:41:18 pm;170290;;101,656;19,88
06/13/2021 01:41:28 pm;170300;;101,652;20,1
06/13/2021 01:41:38 pm;170310;;101,67;19,89
06/13/2021 01:41:48 pm;170320;;101,648;19,18
06/13/2021 01:41:58 pm;170330;;101,678;19,09
06/13/2021 01:42:08 pm;170340;102,25;101,694;19,19
06/13/2021 01:42:18 pm;170350;;101,676;18,99
06/13/2021 01:42:28 pm;170360;;101,687;19,33
06/13/2021 01:42:38 pm;170370;;101,689;19,29
06/13/2021 01:42:48 pm;170380;;101,709;19,3
06/13/2021 01:42:58 pm;170390;;101,678;19,35
06/13/2021 01:43:08 pm;170400;102,24;101,678;19,22
06/13/2021 01:43:18 pm;170410;;101,637;19,13
06/13/2021 01:43:28 pm;170420;;101,672;19,21
06/13/2021 01:43:38 pm;170430;;101,652;19,08
06/13/2021 01:43:48 pm;170440;;101,667;18,99
06/13/2021 01:43:58 pm;170450;;101,683;19,23
06/13/2021 01:44:08 pm;170460;102,24;101,65;19,42
06/13/2021 01:44:18 pm;170470;;101,63;19,64
06/13/2021 01:44:28 pm;170480;;101,65;20,04
06/13/2021 01:44:38 pm;170490;;101,665;20,1
06/13/2021 01:44:48 pm;170500;;101,624;19,67
06/13/2021 01:44:58 pm;170510;;101,635;18,85
06/13/2021 01:45:08 pm;170520;102,24;101,635;18,3
06/13/2021 01:45:18 pm;170530;;101,63;18,1
06/13/2021 01:45:28 pm;170540;;101,663;18,11
06/13/2021 01:45:38 pm;170550;;101,661;18,3
06/13/2021 01:45:48 pm;170560;;101,7;19,09
06/13/2021 01:45:58 pm;170570;;101,663;19,56
06/13/2021 01:46:08 pm;170580;102,24;101,652;19,98
06/13/2021 01:46:18 pm;170590;;101,637;19,9
06/13/2021 01:46:28 pm;170600;;101,654;20,16
06/13/2021 01:46:38 pm;170610;;101,661;19,83
06/13/2021 01:46:48 pm;170620;;101,663;19,47
06/13/2021 01:46:58 pm;170630;;101,665;19,57
06/13/2021 01:47:08 pm;170640;102,24;101,665;19,15
06/13/2021 01:47:18 pm;170650;;101,65;19,16
06/13/2021 01:47:28 pm;170660;;101,652;19,63
06/13/2021 01:47:38 pm;170670;;101,65;20,38
06/13/2021 01:47:48 pm;170680;;101,678;20,46
06/13/2021 01:47:58 pm;170690;;101,659;20,64
06/13/2021 01:48:08 pm;170700;102,25;101,667;19,72
06/13/2021 01:48:18 pm;170710;;101,672;19,43
06/13/2021 01:48:28 pm;170720;;101,68;19,63
06/13/2021 01:48:38 pm;170730;;101,654;20,2
06/13/2021 01:48:48 pm;170740;;101,659;19,84
06/13/2021 01:48:58 pm;170750;;101,663;19,83
06/13/2021 01:49:08 pm;170760;102,25;101,694;20,26
06/13/2021 01:49:18 pm;170770;;101,667;20,8
06/13/2021 01:49:28 pm;170780;;101,683;20,45
06/13/2021 01:49:38 pm;170790;;101,687;20,08
06/13/2021 01:49:48 pm;170800;;101,665;19,97
06/13/2021 01:49:58 pm;170810;;101,656;19,35
06/13/2021 01:50:08 pm;170820;102,25;101,645;19,38
06/13/2021 01:50:18 pm;170830;;101,639;19,19
06/13/2021 01:50:28 pm;170840;;101,639;19,23
06/13/2021 01:50:38 pm;170850;;101,637;19,13
06/13/2021 01:50:48 pm;170860;;101,667;19,58
06/13/2021 01:50:58 pm;170870;;101,652;19,78
06/13/2021 01:51:08 pm;170880;102,26;101,674;19,76
06/13/2021 01:51:18 pm;170890;;101,659;19,81
06/13/2021 01:51:28 pm;170900;;101,698;20,01
06/13/2021 01:51:38 pm;170910;;101,639;19,75
06/13/2021 01:51:48 pm;170920;;101,637;19,07
06/13/2021 01:51:58 pm;170930;;101,659;19,38
06/13/2021 01:52:08 pm;170940;102,26;101,687;19,2
06/13/2021 01:52:18 pm;170950;;101,674;19,45
06/13/2021 01:52:28 pm;170960;;101,672;19,32
06/13/2021 01:52:38 pm;170970;;101,68;19,54
06/13/2021 01:52:48 pm;170980;;101,678;20,16
06/13/2021 01:52:58 pm;170990;;101,659;19,79
06/13/2021 01:53:08 pm;171000;102,26;101,656;19,56
06/13/2021 01:53:18 pm;171010;;101,674;19,72
06/13/2021 01:53:28 pm;171020;;101,672;19,78
06/13/2021 01:53:38 pm;171030;;101,674;20
06/13/2021 01:53:48 pm;171040;;101,665;20,44
06/13/2021 01:53:58 pm;171050;;101,654;21,02
06/13/2021 01:54:08 pm;171060;102,26;101,674;20,83
06/13/2021 01:54:18 pm;171070;;101,641;20,35
06/13/2021 01:54:28 pm;171080;;101,672;20,14
06/13/2021 01:54:38 pm;171090;;101,661;20,34
06/13/2021 01:54:48 pm;171100;;101,656;19,91
06/13/2021 01:54:58 pm;171110;;101,678;20,1
06/13/2021 01:55:08 pm;171120;102,26;101,68;19,78
06/13/2021 01:55:18 pm;171130;;101,678;20,1
06/13/2021 01:55:28 pm;171140;;101,672;19,47
06/13/2021 01:55:38 pm;171150;;101,654;18,91
06/13/2021 01:55:48 pm;171160;;101,637;19,15
06/13/2021 01:55:58 pm;171170;;101,696;18,78
06/13/2021 01:56:08 pm;171180;102,26;101,689;18,64
06/13/2021 01:56:18 pm;171190;;101,641;18,74
06/13/2021 01:56:28 pm;171200;;101,654;18,91
06/13/2021 01:56:38 pm;171210;;101,65;18,95
06/13/2021 01:56:48 pm;171220;;101,643;18,64
06/13/2021 01:56:58 pm;171230;;101,663;19,06
06/13/2021 01:57:08 pm;171240;102,25;101,67;19,59
06/13/2021 01:57:18 pm;171250;;101,652;19,65
06/13/2021 01:57:28 pm;171260;;101,672;19,72
06/13/2021 01:57:38 pm;171270;;101,68;20
06/13/2021 01:57:48 pm;171280;;101,68;19,29
06/13/2021 01:57:58 pm;171290;;101,656;18,62
06/13/2021 01:58:08 pm;171300;102,26;101,67;18,18
06/13/2021 01:58:18 pm;171310;;101,687;18,41
06/13/2021 01:58:28 pm;171320;;101,663;18,29
06/13/2021 01:58:38 pm;171330;;101,661;18,73
06/13/2021 01:58:48 pm;171340;;101,648;19,02
06/13/2021 01:58:58 pm;171350;;101,68;18,88
06/13/2021 01:59:08 pm;171360;102,26;101,672;18,99
06/13/2021 01:59:18 pm;171370;;101,661;18,92
06/13/2021 01:59:28 pm;171380;;101,689;19,06
06/13/2021 01:59:38 pm;171390;;101,65;19,48
06/13/2021 01:59:48 pm;171400;;101,665;19,69
06/13/2021 01:59:58 pm;171410;;101,663;19,36
06/13/2021 02:00:08 pm;171420;102,26;101,65;19,15
06/13/2021 02:00:18 pm;171430;;101,67;18,81
06/13/2021 02:00:28 pm;171440;;101,661;18,81
06/13/2021 02:00:38 pm;171450;;101,659;19,22
06/13/2021 02:00:48 pm;171460;;101,663;19,09
06/13/2021 02:00:58 pm;171470;;101,659;18,69
06/13/2021 02:01:08 pm;171480;102,26;101,643;18,7
06/13/2021 02:01:18 pm;171490;;101,663;18,66
06/13/2021 02:01:28 pm;171500;;101,645;18,49
06/13/2021 02:01:38 pm;171510;;101,654;18,65
06/13/2021 02:01:48 pm;171520;;101,663;19,02
06/13/2021 02:01:58 pm;171530;;101,643;19
06/13/2021 02:02:08 pm;171540;102,25;101,674;19,23
06/13/2021 02:02:18 pm;171550;;101,663;19,07
06/13/2021 02:02:28 pm;171560;;101,676;19,23
06/13/2021 02:02:38 pm;171570;;101,665;19,13
06/13/2021 02:02:48 pm;171580;;101,643;18,96
06/13/2021 02:02:58 pm;171590;;101,663;18,88
06/13/2021 02:03:08 pm;171600;102,25;101,676;19
06/13/2021 02:03:18 pm;171610;;101,665;18,85
06/13/2021 02:03:28 pm;171620;;101,678;18,73
06/13/2021 02:03:38 pm;171630;;101,661;18,91
06/13/2021 02:03:48 pm;171640;;101,661;18,62
06/13/2021 02:03:58 pm;171650;;101,659;18,2
06/13/2021 02:04:08 pm;171660;102,25;101,678;18,8
06/13/2021 02:04:18 pm;171670;;101,672;18,71
06/13/2021 02:04:28 pm;171680;;101,661;18,03
06/13/2021 02:04:38 pm;171690;;101,676;18,46
06/13/2021 02:04:48 pm;171700;;101,641;18,69
06/13/2021 02:04:58 pm;171710;;101,687;19,04
06/13/2021 02:05:08 pm;171720;102,25;101,648;19,26
06/13/2021 02:05:18 pm;171730;;101,645;19,39
06/13/2021 02:05:28 pm;171740;;101,654;19,42
06/13/2021 02:05:38 pm;171750;;101,683;19,26
06/13/2021 02:05:48 pm;171760;;101,628;19
06/13/2021 02:05:58 pm;171770;;101,661;19,24
06/13/2021 02:06:08 pm;171780;102,26;101,696;18,85
06/13/2021 02:06:18 pm;171790;;101,678;18,63
06/13/2021 02:06:28 pm;171800;;101,635;18,7
06/13/2021 02:06:38 pm;171810;;101,632;18,88
06/13/2021 02:06:48 pm;171820;;101,645;18,7
06/13/2021 02:06:58 pm;171830;;101,68;18,96
06/13/2021 02:07:08 pm;171840;102,25;101,654;18,95
06/13/2021 02:07:18 pm;171850;;101,626;19,33
06/13/2021 02:07:28 pm;171860;;101,685;19,26
06/13/2021 02:07:38 pm;171870;;101,672;19,26
06/13/2021 02:07:48 pm;171880;;101,661;19,4
06/13/2021 02:07:58 pm;171890;;101,63;19,41
06/13/2021 02:08:08 pm;171900;102,25;101,635;19,42
06/13/2021 02:08:18 pm;171910;;101,656;19,48
06/13/2021 02:08:28 pm;171920;;101,674;19,19
06/13/2021 02:08:38 pm;171930;;101,665;19,24
06/13/2021 02:08:48 pm;171940;;101,643;19,3
06/13/2021 02:08:58 pm;171950;;101,652;19,21
06/13/2021 02:09:08 pm;171960;102,25;101,661;18,95
06/13/2021 02:09:18 pm;171970;;101,656;19,37
06/13/2021 02:09:28 pm;171980;;101,678;19,76
06/13/2021 02:09:38 pm;171990;;101,639;19,59
06/13/2021 02:09:48 pm;172000;;101,659;19,35
06/13/2021 02:09:58 pm;172010;;101,696;18,74
06/13/2021 02:10:08 pm;172020;102,25;101,643;19,01
06/13/2021 02:10:18 pm;172030;;101,663;19,53
06/13/2021 02:10:28 pm;172040;;101,663;19,42
06/13/2021 02:10:38 pm;172050;;101,683;19,37
06/13/2021 02:10:48 pm;172060;;101,67;18,86
06/13/2021 02:10:58 pm;172070;;101,654;19,02
06/13/2021 02:11:08 pm;172080;102,25;101,674;19,45
06/13/2021 02:11:18 pm;172090;;101,645;19,37
06/13/2021 02:11:28 pm;172100;;101,656;19,24
06/13/2021 02:11:38 pm;172110;;101,707;19,23
06/13/2021 02:11:48 pm;172120;;101,654;18,93
06/13/2021 02:11:58 pm;172130;;101,674;18,71
06/13/2021 02:12:08 pm;172140;102,25;101,672;18,7
06/13/2021 02:12:18 pm;172150;;101,654;18,54
06/13/2021 02:12:28 pm;172160;;101,654;18,43
06/13/2021 02:12:38 pm;172170;;101,687;18,34
06/13/2021 02:12:48 pm;172180;;101,707;18,84
06/13/2021 02:12:58 pm;172190;;101,674;19,02
06/13/2021 02:13:08 pm;172200;102,26;101,707;19,21
06/13/2021 02:13:18 pm;172210;;101,672;19,61
06/13/2021 02:13:28 pm;172220;;101,687;19,04
06/13/2021 02:13:38 pm;172230;;101,643;18,26
06/13/2021 02:13:48 pm;172240;;101,663;18,07
06/13/2021 02:13:58 pm;172250;;101,648;18,29
06/13/2021 02:14:08 pm;172260;102,26;101,676;18,91
06/13/2021 02:14:18 pm;172270;;101,661;18,94
06/13/2021 02:14:28 pm;172280;;101,665;18,98
06/13/2021 02:14:38 pm;172290;;101,659;19,41
06/13/2021 02:14:48 pm;172300;;101,674;19,23
06/13/2021 02:14:58 pm;172310;;101,702;18,95
06/13/2021 02:15:08 pm;172320;102,27;101,689;18,94
06/13/2021 02:15:18 pm;172330;;101,68;18,81
06/13/2021 02:15:28 pm;172340;;101,685;18,39
06/13/2021 02:15:38 pm;172350;;101,704;18,4
06/13/2021 02:15:48 pm;172360;;101,7;18,53
06/13/2021 02:15:58 pm;172370;;101,689;18,32
06/13/2021 02:16:08 pm;172380;102,27;101,68;18,27
06/13/2021 02:16:18 pm;172390;;101,672;18,13
06/13/2021 02:16:28 pm;172400;;101,698;18,51
06/13/2021 02:16:38 pm;172410;;101,678;18,58
06/13/2021 02:16:48 pm;172420;;101,689;18,68
06/13/2021 02:16:58 pm;172430;;101,665;18,63
06/13/2021 02:17:08 pm;172440;102,27;101,678;18,63
06/13/2021 02:17:18 pm;172450;;101,67;18,8
06/13/2021 02:17:28 pm;172460;;101,718;18,79
06/13/2021 02:17:38 pm;172470;;101,696;19,01
06/13/2021 02:17:48 pm;172480;;101,663;19,27
06/13/2021 02:17:58 pm;172490;;101,67;19,33
06/13/2021 02:18:08 pm;172500;102,27;101,683;19,39
06/13/2021 02:18:18 pm;172510;;101,696;18,7
06/13/2021 02:18:28 pm;172520;;101,713;18,27
06/13/2021 02:18:38 pm;172530;;101,698;18,19
06/13/2021 02:18:48 pm;172540;;101,65;18,89
06/13/2021 02:18:58 pm;172550;;101,7;18,97
06/13/2021 02:19:08 pm;172560;102,27;101,674;19,04
06/13/2021 02:19:18 pm;172570;;101,654;18,95
06/13/2021 02:19:28 pm;172580;;101,694;18,5
06/13/2021 02:19:38 pm;172590;;101,694;18,26
06/13/2021 02:19:48 pm;172600;;101,674;18,52
06/13/2021 02:19:58 pm;172610;;101,68;18,41
06/13/2021 02:20:08 pm;172620;102,27;101,707;18,11
06/13/2021 02:20:18 pm;172630;;101,704;18,27
06/13/2021 02:20:28 pm;172640;;101,672;18,93
06/13/2021 02:20:38 pm;172650;;101,696;19,1
06/13/2021 02:20:48 pm;172660;;101,672;19,02
06/13/2021 02:20:58 pm;172670;;101,687;18,68
06/13/2021 02:21:08 pm;172680;102,27;101,661;18,73
06/13/2021 02:21:18 pm;172690;;101,709;19,19
06/13/2021 02:21:28 pm;172700;;101,7;18,72
06/13/2021 02:21:38 pm;172710;;101,665;18,91
06/13/2021 02:21:48 pm;172720;;101,7;19,54
06/13/2021 02:21:58 pm;172730;;101,674;19,79
06/13/2021 02:22:08 pm;172740;102,27;101,689;19,36
06/13/2021 02:22:18 pm;172750;;101,667;18,46
06/13/2021 02:22:28 pm;172760;;101,689;18,88
06/13/2021 02:22:38 pm;172770;;101,672;18,75
06/13/2021 02:22:48 pm;172780;;101,68;18,84
06/13/2021 02:22:58 pm;172790;;101,645;19,05
06/13/2021 02:23:08 pm;172800;102,27;101,7;19,15
06/13/2021 02:23:18 pm;172810;;101,687;18,87
06/13/2021 02:23:28 pm;172820;;101,694;19,23
06/13/2021 02:23:38 pm;172830;;101,702;19,58
06/13/2021 02:23:48 pm;172840;;101,685;19,48
06/13/2021 02:23:58 pm;172850;;101,68;19,17
06/13/2021 02:24:08 pm;172860;102,27;101,661;19,24
06/13/2021 02:24:18 pm;172870;;101,7;19,23
